Label,X0,Y0,Z0,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20
1,0.0,0.0,0.0,0.09362834513240635,-0.09732871266660087,-0.0685521252789624,0.14607615084678977,-0.26663117488923066,-0.10114587603186735,0.06418294171913362,-0.420045030516452,-0.1311109004395886,-0.015812985793703657,-0.5067908723438485,-0.15584406121034566,0.15492223026184382,-0.5071218007854305,-0.03806518473105744,0.1786393385161691,-0.7413432834660907,-0.08503811094909249,0.19272820111869046,-0.8831790736335212,-0.11100998980348009,0.19358583271870383,-1.0,-0.12929677839087886,0.05537067016506785,-0.49012445178804726,-0.04037123301567766,0.05288583124203864,-0.6109697571196635,-0.12428301431689948,0.05902619370893997,-0.4696235203231876,-0.14675718821987324,0.0650046670392008,-0.3971436632022029,-0.13967334355883398,-0.03209170401722879,-0.44523056572597913,-0.050594322152629025,-0.041350161617119366,-0.5298610458053771,-0.1404860923089146,-0.015271826860228977,-0.39265895329308,-0.12714170212112166,-0.002268002297380163,-0.3389854377496244,-0.09267996018468509,-0.11644523165379507,-0.38231063906183577,-0.06610236686915982,-0.13683770594621986,-0.48662102475901214,-0.1219465705308232,-0.10772408588595637,-0.400758384155227,-0.09701118434790168,-0.09001016567406268,-0.34807267990639496,-0.062015244205691045
1,0.0,0.0,0.0,0.09653824777102998,-0.1106312253509576,-0.06139698634880022,0.14546767384595416,-0.2819656460100331,-0.09075683357904298,0.0642541055633199,-0.4282205868538802,-0.1191236526060612,-0.017868080040411904,-0.5025100621256349,-0.14260839595864616,0.15162974568240273,-0.5034215447702541,-0.03379619849712144,0.17882538308020265,-0.7398824458432558,-0.07854181420364788,0.19281582854275764,-0.8827121634609763,-0.10460161218904666,0.19331106486496155,-1.0,-0.12360645125582782,0.05284291591739102,-0.4880411076349488,-0.03907529572196268,0.048823796310501016,-0.6089410329584225,-0.12035352496674007,0.05825396322643792,-0.47759227948644417,-0.14451573340942356,0.06567964273597507,-0.4050676886217306,-0.14059567074712137,-0.03316178305830229,-0.44368729345954283,-0.051424213311153814,-0.04449057529268699,-0.5367917220338809,-0.13390705699296443,-0.015797690193012064,-0.4110204369587394,-0.12228637928509625,-0.0014380826432098376,-0.35227805223360875,-0.09160399164662852,-0.1146520486637254,-0.3797599122188779,-0.06910458078037694,-0.14364192067437015,-0.48840601045750154,-0.11801819917519638,-0.11163222999533727,-0.41722053241273327,-0.09504373509330451,-0.0889291875561013,-0.36331481379230446,-0.06355943923455659
1,0.0,0.0,0.0,0.09276662130279227,-0.10746827319290624,-0.06334569043156997,0.1414296725618149,-0.27737287973153946,-0.09398437652502908,0.06001956966595545,-0.4265034029064133,-0.12335955401032163,-0.02138764650787848,-0.5033690355415525,-0.14789841363811307,0.15012524909524358,-0.5093701842259809,-0.033966221352866144,0.17444653648397104,-0.7426456522540719,-0.0778376123441226,0.18746634563238573,-0.8843422118895535,-0.10305731498404144,0.18651549788680402,-1.0,-0.12116884953236914,0.05201950069254386,-0.49142555032276247,-0.0379854934362704,0.04587871164133395,-0.6171910224022715,-0.11984802986958908,0.05955492288872657,-0.48451250539528345,-0.14455914020064375,0.07019514933705852,-0.4063437679481942,-0.1395804780800639,-0.033667223149693934,-0.44428961350487084,-0.04910087673560584,-0.047191284901527755,-0.5370436102100048,-0.13318259756526052,-0.015917077331742017,-0.4108820028893393,-0.1232751462582952,0.0014812348057386187,-0.34915788160175043,-0.09225894428074435,-0.11496027908982501,-0.3785836633241505,-0.06534297491140537,-0.14670979506352058,-0.48972307714098745,-0.11484597567819571,-0.11749305050539574,-0.4274336202119193,-0.09314745807538818,-0.09472535842118013,-0.3807586351670638,-0.062034079412051336
1,0.0,0.0,0.0,0.09519352998441208,-0.1016229537902481,-0.06523608052451951,0.14471382488317458,-0.2681723027264579,-0.09722865233525953,0.06273330924388913,-0.41552154028333643,-0.12754270090831107,-0.016076994321272277,-0.4972430714987832,-0.15256057335241419,0.15411344052067394,-0.5048401005894586,-0.036516187750024645,0.17675759439573888,-0.7406302671806358,-0.08235315339142442,0.18796498695460423,-0.8832342048124847,-0.1081457655649594,0.18752540802831869,-1.0,-0.12656270285622812,0.056382580675594415,-0.48900197799067474,-0.03985670183296103,0.05197961648322509,-0.607086204640897,-0.12079529033273975,0.05658538692791959,-0.4769111531531449,-0.14384167915255086,0.06336882480913543,-0.41212413482944354,-0.13880757877345506,-0.029078462739293442,-0.444162942954578,-0.05081823617713507,-0.042085274189931375,-0.5342869272631597,-0.13414494319591064,-0.017899922556558673,-0.40876794705573716,-0.12145409579551736,-0.0021046205477463316,-0.3577322154487834,-0.08972188233128889,-0.11056390824211632,-0.38052742448882826,-0.06733949411936223,-0.14114910617933935,-0.48640129502897983,-0.11683854569290823,-0.11417202000370348,-0.4160975191994244,-0.09326895948635912,-0.09290961252785437,-0.369251793770543,-0.06100823899672971
1,0.0,0.0,0.0,0.09425829585019833,-0.10279642775416331,-0.07044268757945193,0.14687338839740338,-0.27075485832180296,-0.1040491316802229,0.06596467017626925,-0.4241080097769671,-0.1347141683712003,-0.014642658416071763,-0.5060408601372823,-0.15959780629520848,0.15634888991065737,-0.5084621577096637,-0.03782516395299699,0.17874425901000762,-0.7419273619845189,-0.0844374380665225,0.19015892585860716,-0.8841665524521279,-0.11057400441585001,0.19009548740636562,-1.0,-0.12900757569529495,0.05777784294675333,-0.4912973079911785,-0.03900313671305742,0.053347863651240765,-0.6173427508918611,-0.121082251642564,0.05933204703957435,-0.4824833897618999,-0.14370577124740094,0.06853092651137745,-0.41245949435830825,-0.1371039651432695,-0.028330966990428162,-0.4459101723672131,-0.04844567017437181,-0.04307812791076132,-0.5369517208306958,-0.13480151970109816,-0.018187158477003067,-0.40700606669136336,-0.12208153072343428,9.542358804239117e-05,-0.35406481692802294,-0.08889902262686439,-0.10979349910092139,-0.3816592520917975,-0.06376243337131729,-0.13898874852572077,-0.4869796945290375,-0.11542374113487708,-0.11246995600486356,-0.4118538280813386,-0.09143472783908918,-0.09137849401520882,-0.3628404441633737,-0.05817540983208072
1,0.0,0.0,0.0,0.09579273792996695,-0.11171161333971452,-0.06264953312023767,0.14502543461465373,-0.2807809652850461,-0.09211787231638877,0.06616916841200152,-0.43264411480047227,-0.12062470038994819,-0.013998168976946305,-0.5114838205815189,-0.1437783438225954,0.15397577535478058,-0.5129485482824385,-0.02778895239842864,0.17724838537779805,-0.7448426952774291,-0.07092959268633497,0.1875847351024451,-0.8849248062336149,-0.09508045801373488,0.18626171621471713,-1.0,-0.11268521648074195,0.05583962434006909,-0.4957683585695758,-0.03179797809286799,0.048841749745411875,-0.6149615015568687,-0.11158152865633444,0.05926362383917305,-0.478454173116598,-0.13444351206097716,0.07213636471220672,-0.40780665836326624,-0.12885377427445824,-0.029438833855944445,-0.45030266628081134,-0.043568600222536696,-0.046797785380111964,-0.5370500868061003,-0.12801416467997,-0.01802465778720554,-0.40707648744534775,-0.11704350921772669,0.002505463237716685,-0.3511759147043008,-0.08552134218598717,-0.11035917890858654,-0.3858212241236796,-0.060600989117798536,-0.1437380319761324,-0.4910033430122318,-0.11176663295787749,-0.11394829110438427,-0.4162583716144997,-0.08993777599220498,-0.08849178493441733,-0.36471674381882263,-0.05845702419292273
1,0.0,0.0,0.0,0.09423770932082404,-0.11024983231361268,-0.06010845143392499,0.14250078364481136,-0.2810880284766096,-0.08937814245569808,0.06275831184922341,-0.43294207013417024,-0.11811935497865955,-0.017683130311139484,-0.5126288479831839,-0.1420405379180848,0.14938295339028776,-0.5091731028314288,-0.03108513480801995,0.17183131671371557,-0.7439113745326469,-0.07501122960213975,0.18331107086839332,-0.8836638848409389,-0.09867713287633927,0.1821872924701482,-1.0,-0.11578231569304134,0.05332706719758036,-0.49093934301999936,-0.03685921605437944,0.04885492641295618,-0.6089056207509751,-0.11774447879756249,0.05753093998988592,-0.47068140674596515,-0.1392302984537623,0.06590203487695492,-0.402066615703305,-0.13270207242913729,-0.032036563642689406,-0.4453383184327466,-0.04989255596594622,-0.046765987789952355,-0.532044044919095,-0.1372271300198519,-0.018053000082520747,-0.3951859573267994,-0.12402381069086346,-0.0004116213391998631,-0.3381913266162051,-0.09030263740908595,-0.1145277621854879,-0.3830209484807568,-0.06759212713767129,-0.143052055476914,-0.4905690576221511,-0.12006920987212466,-0.11463673188828323,-0.4123505747282785,-0.09554697438512078,-0.09476018957403275,-0.3610634777990478,-0.06195057878096765
1,0.0,0.0,0.0,0.09336782966081249,-0.11156222874478296,-0.06069047850200797,0.1371549753821572,-0.273756060568276,-0.09278061853542466,0.06070340599655617,-0.41597078608541294,-0.12484478792397015,-0.014154658701784737,-0.49885120739649974,-0.15217437542525084,0.14814587247395575,-0.5085736553778426,-0.03304968220936166,0.17093912255500368,-0.7403079731644933,-0.07967719820712867,0.18130386984016053,-0.8833292721729592,-0.10536906707801892,0.17992770733926292,-1.0,-0.12350931840024962,0.052172715792585776,-0.48991850738385057,-0.03884500203625707,0.04507452354476505,-0.6093453159097034,-0.12160640061426005,0.051106097839813215,-0.47639935017427937,-0.14411909073891013,0.06123280904804498,-0.40906030357449213,-0.13810989100883958,-0.033426229247144994,-0.44531209391526005,-0.0522749051062239,-0.048838145082275304,-0.5313104948896982,-0.13721801624901642,-0.023271237640376686,-0.4059585485222534,-0.1247067285016324,-0.00479887942019249,-0.35501552304690986,-0.0925953312231006,-0.11581172480535724,-0.38350218446361284,-0.07089517206417241,-0.14593804842565689,-0.4859670634385299,-0.12121543255481067,-0.11742137898978962,-0.41130080218683723,-0.09822072688578132,-0.09416144599743351,-0.3632106041654586,-0.06632491600525665
1,0.0,0.0,0.0,0.09206274874965374,-0.10750165645125732,-0.0648674057413362,0.13745928799213444,-0.26860135361316906,-0.09813591434721329,0.06059182905603482,-0.4114725678738986,-0.1301301707547397,-0.01359128407379637,-0.4992020762259318,-0.15704301104155916,0.14747829921028704,-0.5121446524820903,-0.036176761096824335,0.16889073256500461,-0.7419463986508983,-0.08291274757933993,0.17919200969418736,-0.8838515627185229,-0.10744560463970214,0.17709020388411126,-1.0,-0.12449580218072544,0.051558492805302086,-0.4903261141232508,-0.03967295975548229,0.04310562880634152,-0.6027523106855919,-0.11978648606726687,0.05033438810855974,-0.4622664463879738,-0.13893193842808962,0.06170878699645912,-0.4000214744656873,-0.1310799609576313,-0.034535016161490385,-0.443942621671345,-0.0514050173356228,-0.05072515420861932,-0.5238525973426401,-0.13787709740981496,-0.023264869187720815,-0.39077662675844743,-0.12299509907243186,-0.0037238949146720826,-0.3468548780271402,-0.0891159808398586,-0.11783834840305467,-0.3807306972674795,-0.06836693158874299,-0.14446465570626782,-0.481072093149856,-0.120429498188911,-0.11532449752306775,-0.3973275418443799,-0.0946248655240832,-0.0945162214925716,-0.3496955829069268,-0.06037302226151634
1,0.0,0.0,0.0,0.09195355363206927,-0.10837735142384677,-0.05417746538127051,0.1338691413572462,-0.2724748782963273,-0.08316841586165721,0.060100333500184386,-0.40627940319823036,-0.11306318340208941,-0.014975686188988025,-0.4903694931953413,-0.13916459481543453,0.13832977082771958,-0.5078971554325649,-0.03471870644125859,0.1604803515494151,-0.7410626430358904,-0.08079059200476829,0.1706695588513438,-0.8835464143214595,-0.1061612915235178,0.168120050792722,-1.0,-0.12417269842193766,0.04411793191145721,-0.4890080603792911,-0.042243263218369284,0.04426930194110375,-0.5796472973606646,-0.12214911521063894,0.045311092708384515,-0.4436384837958159,-0.14257718875702857,0.04538558112218291,-0.3841719001134303,-0.13761087382375442,-0.04085667060572767,-0.44397876721226437,-0.05665315343994763,-0.048246392416182025,-0.5144893800537229,-0.13861977675974219,-0.025901887540892905,-0.38731058460167433,-0.12389593769270806,-0.015450362858042658,-0.34500400749161986,-0.09272556541442384,-0.1249057770177367,-0.3831248742166657,-0.07552552879843247,-0.14676068510494228,-0.4728144587096737,-0.12314764137211412,-0.11974195747623981,-0.39592147515179443,-0.0975957689794423,-0.10420603764491866,-0.35510735867001386,-0.06518817200633435
